Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,1,1
03/07,1,1
04/07,2,2
05/07,6,6
06/07,6,6
07/07,6,6
08/07,6,6
09/07,7,6
10/07,8,7
11/07,9,8
12/07,11,9
13/07,14,11
14/07,15,14
15/07,17,15
16/07,18,17
17/07,18,18
18/07,22,18
19/07,23,22
20/07,23,24
21/07,27,23
22/07,31,28
23/07,33,32
24/07,36,34
25/07,37,37
26/07,40,38
27/07,44,41
28/07,44,45
29/07,52,45
30/07,66,53
31/07,67,67
01/08,77,68
02/08,84,78
03/08,86,85
04/08,88,87
05/08,137,89
06/08,138,138
07/08,158,140
08/08,170,160
09/08,176,172
10/08,190,178
11/08,207,192
12/08,214,209
13/08,226,215
14/08,239,227
15/08,250,240
16/08,271,251
17/08,290,272
18/08,306,291
19/08,323,308
20/08,343,325
21/08,358,345
22/08,371,360
23/08,387,373
24/08,403,389
25/08,420,405
26/08,434,422
27/08,453,436
28/08,466,454
29/08,482,467
30/08,496,483
31/08,522,487
01/09,542,495
02/09,564,512
03/09,578,536
04/09,,565
05/09,,597
06/09,,633
07/09,,669
08/09,,703
09/09,,731
10/09,,754
