Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,1,1
04/07,2,2
05/07,3,3
06/07,3,3
07/07,3,3
08/07,3,3
09/07,4,3
10/07,5,4
11/07,5,5
12/07,5,5
13/07,10,5
14/07,11,10
15/07,11,11
16/07,12,11
17/07,15,12
18/07,20,15
19/07,22,21
20/07,25,23
21/07,36,26
22/07,42,37
23/07,50,43
24/07,57,51
25/07,61,58
26/07,66,62
27/07,76,67
28/07,97,77
29/07,105,98
30/07,120,106
31/07,154,121
01/08,178,155
02/08,188,179
03/08,192,189
04/08,198,193
05/08,200,199
06/08,204,201
07/08,207,205
08/08,213,208
09/08,220,214
10/08,226,221
11/08,233,227
12/08,238,234
13/08,243,239
14/08,250,244
15/08,255,251
16/08,261,256
17/08,265,262
18/08,272,266
19/08,278,273
20/08,286,279
21/08,293,287
22/08,299,294
23/08,308,301
24/08,321,310
25/08,326,323
26/08,343,328
27/08,360,345
28/08,365,362
29/08,372,367
30/08,374,374
31/08,378,376
01/09,383,378
02/09,395,380
03/09,423,382
04/09,428,384
05/09,452,387
06/09,,389
07/09,,392
08/09,,394
09/09,,397
10/09,,400
11/09,,403
12/09,,406
13/09,,410
14/09,,415
15/09,,420
