Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,0,0
05/07,0,0
06/07,1,1
07/07,1,1
08/07,2,2
09/07,2,3
10/07,3,3
11/07,3,4
12/07,3,4
13/07,3,4
14/07,3,4
15/07,3,4
16/07,4,4
17/07,6,5
18/07,8,7
19/07,9,9
20/07,10,11
21/07,12,12
22/07,14,14
23/07,15,16
24/07,17,17
25/07,18,19
26/07,20,20
27/07,22,22
28/07,24,24
29/07,29,26
30/07,35,31
31/07,43,37
01/08,52,45
02/08,65,54
03/08,76,68
04/08,92,79
05/08,99,95
06/08,116,102
07/08,130,119
08/08,145,133
09/08,158,148
10/08,188,161
11/08,211,191
12/08,225,214
13/08,242,228
14/08,248,245
15/08,271,251
16/08,281,274
17/08,302,284
18/08,316,305
19/08,330,319
20/08,337,333
21/08,353,340
22/08,389,357
23/08,394,393
24/08,407,398
25/08,430,411
26/08,434,434
27/08,453,438
28/08,458,443
29/08,464,447
30/08,477,452
31/08,504,457
01/09,525,461
02/09,,466
03/09,,471
04/09,,475
05/09,,480
06/09,,484
07/09,,489
08/09,,493
09/09,,497
10/09,,502
11/09,,506
