Date,Real,Predict
29/06,718,718
30/06,745,745
01/07,65,65
02/07,174,174
03/07,118,118
04/07,97,97
05/07,183,183
06/07,51,51
07/07,150,150
08/07,155,155
09/07,11,22
10/07,26,11
11/07,144,26
12/07,181,141
13/07,117,181
14/07,107,117
15/07,181,106
16/07,120,179
17/07,100,120
18/07,135,99
19/07,11,135
20/07,10,11
21/07,406,10
22/07,195,404
23/07,139,195
24/07,114,138
25/07,211,113
26/07,270,209
27/07,291,269
28/07,211,291
29/07,223,209
30/07,180,221
31/07,196,179
01/08,345,193
02/08,277,341
03/08,269,274
04/08,277,266
05/08,367,273
06/08,169,364
07/08,401,168
08/08,205,397
09/08,301,205
10/08,347,299
11/08,328,347
12/08,244,326
13/08,235,250
14/08,255,235
15/08,442,258
16/08,258,444
17/08,345,260
18/08,242,352
19/08,281,244
20/08,345,14
21/08,287,15
22/08,661,17
23/08,309,19
24/08,,22
25/08,,25
26/08,,29
27/08,,33
28/08,,39
29/08,,46
30/08,,53
