Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,0,0
05/07,1,1
06/07,2,2
07/07,2,2
08/07,2,2
09/07,2,2
10/07,3,2
11/07,3,3
12/07,4,3
13/07,4,4
14/07,4,4
15/07,5,4
16/07,5,5
17/07,6,5
18/07,8,6
19/07,9,8
20/07,10,9
21/07,14,10
22/07,14,14
23/07,17,14
24/07,20,17
25/07,22,20
26/07,26,22
27/07,29,26
28/07,32,30
29/07,38,33
30/07,42,39
31/07,45,43
01/08,51,46
02/08,55,52
03/08,59,56
04/08,68,60
05/08,71,69
06/08,80,72
07/08,86,81
08/08,93,87
09/08,104,94
10/08,119,105
11/08,130,120
12/08,135,131
13/08,144,136
14/08,151,145
15/08,168,152
16/08,185,169
17/08,200,186
18/08,209,201
19/08,219,210
20/08,234,220
21/08,237,235
22/08,253,238
23/08,265,254
24/08,273,266
25/08,279,274
26/08,281,280
27/08,288,282
28/08,293,289
29/08,296,294
30/08,301,296
31/08,313,297
01/09,321,298
02/09,329,300
03/09,337,301
04/09,,303
05/09,,304
06/09,,306
07/09,,307
08/09,,309
09/09,,311
10/09,,312
11/09,,314
12/09,,316
13/09,,318
