Date,Real,Predict
29/06,76,76
30/06,64,64
01/07,54,54
02/07,50,50
03/07,42,42
04/07,11,11
05/07,12,12
06/07,16,16
07/07,25,25
08/07,25,25
09/07,26,36
10/07,29,38
11/07,26,42
12/07,20,37
13/07,27,28
14/07,27,39
15/07,19,39
16/07,28,28
17/07,26,40
18/07,24,37
19/07,28,34
20/07,34,40
21/07,32,48
22/07,38,44
23/07,39,53
24/07,37,54
25/07,34,52
26/07,28,48
27/07,37,38
28/07,46,51
29/07,46,63
30/07,47,63
31/07,47,65
01/08,30,64
02/08,15,41
03/08,13,20
04/08,10,17
05/08,11,14
06/08,11,15
07/08,14,15
08/08,15,19
09/08,20,20
10/08,35,28
11/08,55,47
12/08,90,75
13/08,128,122
14/08,160,174
15/08,178,217
16/08,195,241
17/08,160,264
18/08,160,217
19/08,147,217
20/08,191,199
21/08,186,258
22/08,223,252
23/08,236,301
24/08,271,318
25/08,242,366
26/08,227,326
27/08,218,306
28/08,202,293
29/08,215,271
30/08,,362
31/08,,479
01/09,,631
02/09,,826
03/09,,1077
04/09,,1397
05/09,,1804
06/09,,2317
07/09,,2959
08/09,,3753
09/09,,4731
10/09,,5922
11/09,,7357
12/09,,9062
13/09,,11060
