Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,3,3
06/07,3,3
07/07,3,3
08/07,4,4
09/07,4,81
10/07,4,82
11/07,5,83
12/07,7,90
13/07,9,100
14/07,10,107
15/07,12,113
16/07,13,119
17/07,14,125
18/07,16,131
19/07,16,139
20/07,16,139
21/07,22,140
22/07,24,159
23/07,26,167
24/07,27,172
25/07,31,175
26/07,34,184
27/07,37,196
28/07,43,208
29/07,49,212
30/07,55,220
31/07,61,227
01/08,76,236
02/08,87,252
03/08,98,266
04/08,117,279
05/08,138,300
06/08,147,323
07/08,166,334
08/08,179,355
09/08,199,370
10/08,226,395
11/08,252,425
12/08,267,456
13/08,282,475
14/08,299,494
15/08,327,512
16/08,352,549
17/08,380,575
18/08,397,606
19/08,417,627
20/08,449,651
21/08,469,687
22/08,520,712
23/08,545,778
24/08,584,811
25/08,598,864
26/08,606,885
27/08,612,896
28/08,626,905
29/08,627,925
30/08,627,925
31/08,627,926
01/09,627,1216
02/09,627,1499
03/09,627,1775
04/09,627,2044
05/09,,2308
06/09,,2568
07/09,,2823
08/09,,3075
09/09,,3323
10/09,,3569
11/09,,3813
